			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	4575	4575	Storck, Christina; Pfeffer, Simone	Prävention sexuellen Missbrauchs in Kindertageseinrichtungen am Beispiel des Präventionsprojekts "ReSi - Resilienz und Sicherheit"		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Evaluation // evaluation; Forschungsergebnisse // research results; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Prävention // prevention; Sexueller Missbrauch // sexual abuse
0	0	0	3854	3854	Storck, Christina; Pfeffer, Simone	Primärprävention sexuellen Missbrauchs bei Kindern im Vorschulalter		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.10 ReSi	Evaluation // evaluation; Forschungsergebnisse // research results; Kinder // children; Kindertagesstätte // day-care centre; Sexueller Missbrauch // sexual abuse
0	0	0	4636	4636	Straubinger, Petra	Schutz vor sexuellem Missbrauch für ALLE Kinder und Jugendliche	Kinder- und Jugendschutz in Wissenschaft und Praxis (KJug)	1 Soziale Rahmung; 1.2 Policies; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Gewalt // violence; Konzepte, Materialien // concepts; Schutzkonzept // protection concept; Sexueller Missbrauch // sexual abuse
0	0	0	3360	3360	Stumpe, Harald	Sexualisierte Gewalt aus salutogenetischer, präventiver und resilienter Perspektive		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	Resilienz // resilience; Sexualisierte Gewalt // sexual violence; Theorie // theory
0	0	0	4583	4583	Sutterlüty, Ferdinand	Kindeswohl		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz	Diskursanalyse // discourse analysis; Kinderschutz // child protection; Kindeswohl // child welfare; Recht // law
0	0	0	4741	4741	Suykerbuyk, Ellen; Bosch, Erik	Begleitete Sexualität		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Konzepte, Materialien // concepts; Menschen mit Behinderungen // people with disabilities; Sexualverhalten // sexual behaviour; Sexuelle Bildung // sexuality education
0	0	0	4935	4935	Teubert, Anja; Kızılhan, Jan Ilhan	Sexueller Missbrauch gegen Kinder und Jugendliche mit Migrationshintergrund	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.2 Gewaltprävention	interkulturell // intercultural; Prävention // prevention; Sexueller Missbrauch // sexual abuse
1	0	0	4928	4928	Thole, Werner; Klomann, Verena; Rätz, Regina; Wolff, Reinhart; Marks, Svenja; Sehmer, Julian; Biesel, Kay; Messmer, Heinz	Für einen unterstützungs-orientierten Kinderschutz	Sozial Extra	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz	Kinderschutz // child protection; Professionalität // professionality; Soziale Arbeit // Social Work
0	0	0	4913	4913	Thon, Christine	Reflektieren über Differenzen?		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Eltern // parents; Geschlecht // gender; interkulturell // intercultural; Kinder // children; Pädagogische Fachkräfte // pedagogial staff
0	0	0	4870	4870	Timmermanns, Stefan	Ergebnisse des Forschungsprojekts zur Lebenssituation junger LSBT*Q in Hessen	Deutsche Jugend	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Diskriminierung; 7 Sexualität; 7.2 Beziehungsgestaltung	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Sexuelle Vielfalt // sexual diversity
0	0	0	4049	4049	Treibel, Angelika	Die Online-Befragung als Instrument zur Erforschung sexueller Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.1.2 DASsS	Forschungsmethoden // research methods; Sexualisierte Gewalt // sexual violence; Survey // survey
1	0	0	4552	4552	Treibel, Angelika; Dölling, Dieter; Hermann, Dieter	Das Anzeigeverhalten Betroffener sexueller Übergriffe		1 Soziale Rahmung; 1.1 Diskurse; 1.2 Policies; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.2 DASsS	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Quantitative Forschung // quantitative research; Recht // law; Sexualisierte Gewalt // sexual violence
0	0	0	4531	4531	Tremel, Inken; Pooch, Marie-Theres	Schutz mit Konzept	Unsere Jugend	1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention	Forschungsergebnisse // research results; Forschungsstand // state of research; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence
0	0	0	4869	4869	Trunk, Janine	Körperbilder, -optimierung und -modifikation	Deutsche Jugend	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Jugendliche // youth; Körper // body
1	0	0	4960	4960	Tschan, Werner	Implementierung von Schutzkonzepten		1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
0	0	0	3364	3364	Tuider, Elisabeth	Sexualisierte Gewalt in poststrukturalistischer Theorieperspektive		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.12 Safer Places	Sexualisierte Gewalt // sexual violence; Sozialwissenschaften // social sciences; Theorie // theory
1	0	0	2530	2530	Voß, Heinz-Jürgen	Gewalt gegen Inter*	SozialAktuell - Die Fachzeitschrift für Soziale Arbeit	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.3 Diskriminierung; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	Gewalt // violence; Intergeschlechtlichkeit // intersexuality; Kinder // children; Soziale Arbeit // Social Work
1	0	0	4014	4014	Voß, Heinz-Jürgen; Krolzik-Matthei, Katja	Sexualisierte Gewalt		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9.3.1 Forschungsprof Merseburg	Forschungsergebnisse // research results; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
0	0	0	4934	4934	Voß, Heinz-Jürgen; Linke, Torsten	Sexuelle Gesundheit und Migration	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg	interkulturell // intercultural; Medizin // medicine; Theorie // theory
0	0	0	4726	4726	Wahl, Pit	Wer bin ich und wen ich liebe		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Geschlecht // gender; Sexuelle Vielfalt // sexual diversity; Trans* // trans*
0	0	0	4866	4866	Walper, Sabine; Fegert, Jörg M.; Witte, Susanne	Geschwister im Kontext von sexuellem Missbrauch	ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation)	3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.5 Negative Folgen; 9 Förderlinie; 9.1.16 Sprich mit!	Betroffene sexualisierter Gewalt // sexual assault survivors; Forschungsergebnisse // research results; Geschwister // siblings; Quantitative Forschung // quantitative research; Sexueller Missbrauch // sexual abuse; Survey // survey
0	0	0	4664	4664	Wanke, Peter	Limes		3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt	Geschwister // siblings; jugendliche Täter*innen // youth offenders; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence
0	0	0	3858	3858	Wazlawik, Martin; Briken, Peer; Christmann, Bernd; Dekker, Arne	Forschungsethik im Kontext der Erforschung sexualisierter Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.3.5 Junprof Münster	Forschungsethik // research ethics; Sexualisierte Gewalt // sexual violence
0	0	0	4572	4572	Wazlawik, Martin; Christmann, Bernd; Dekker, Arne	Präventionsansätze, ihre Grenzen und Potenziale		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.3.5 Junprof Münster	Forschungsergebnisse // research results; Forschungsstand // state of research; Prävention // prevention; Sexualisierte Gewalt // sexual violence
0	0	0	4909	4909	Wazlawik, Martin; Kopp, Katharina	Neue Kollegin, neuer Kollege		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.5 Junprof Münster	Kinderschutz // child protection; Soziale Arbeit // Social Work; Weiterbildung // further education
1	0	0	3829	3829	Wazlawik, Martin; Voß, Heinz-Jürgen; Retkowski, Alexandra; Henningsen, Anja; Dekker, Arne	Sexuelle Gewalt in pädagogischen Kontexten		9 Förderlinie; 9.3.1 Forschungsprof Merseburg; 9.3.2 Junprof Hamburg; 9.3.3 Junprof Kassel; 9.3.4 Junprof Kiel; 9.3.5 Junprof Münster	Forschungsstand // state of research; Jugendliche // youth; Kinder // children; Organisationskultur // organisational culture; Sexualisierte Gewalt // sexual violence
0	0	0	4025	4025	Wazlawik, Martin; Wolff, Mechthild	Gefährdungen von Kindern und Jugendlichen und der Schutzauftrag der Kinder- und Jugendhilfe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.3.5 Junprof Münster	Institutionelle Dynamiken // institutional dynamics; Kinder- und Jugendhilfe // child welfare system; Kindeswohl // child welfare; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
1	0	0	3548	3548	Weiß, Wilma; Sauerer, Anja	"Hey, ich bin normal!"		3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.2 Jugendliche	Bewältigung // coping; Jugendliche // youth; Konzepte, Materialien // concepts; Normen // norms; Trauma // trauma
0	0	0	5003	5003	Weitzmann, Gabriele	Der Schutzauftrag bei Kindeswohlgefährdungen		3 Thematischer Fokus; 3.3 Kinderschutz; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Handlungsempfehlungen // guidelines; Intervention // intervention; Kindeswohl // child welfare; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	4795	4795	Wendt, Eva-Verena	Die Jugendlichen und ihr Umgang mit Sexualität, Liebe und Partnerschaft		3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Jugendliche // youth; Jugendsexualität // youth sexuality; Quantitative Forschung // quantitative research; Sexualität // sexuality
0	0	0	4730	4730	Weweler, Jan Gerrit	Sexualität und Soziale Arbeit	Sozialmagazin	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Pädagogische Fachkräfte // pedagogial staff; Sexualität // sexuality; Soziale Arbeit // Social Work; Weiterbildung // further education
0	0	0	4002	4002	Windheuser, Jeannette	Geschlecht und Heimerziehung		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2.4 Stationäre Kinder- und Jugendhilfe	Diskursanalyse // discourse analysis; Feminismus // feminism; Forschungsergebnisse // research results; Gender Studies // Gender Studies; Geschichte // history; Geschlecht // gender; Medien // media; Stationäre Einrichtungen // residential care
1	0	0	4964	4964	Winter, Veronika; Wolff, Mechthild	Intervention		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Intervention // intervention; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept
1	0	0	4606	4606	Witte, Susanne	Geschwister im Kontext von Misshandlung, Missbrauch und Vernachlässigung		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.5 Negative Folgen	Familie // family; Forschungsergebnisse // research results; Geschwister // siblings; Quantitative Forschung // quantitative research; Sexueller Missbrauch // sexual abuse; Survey // survey
1	0	0	4956	4956	Witte, Susanne; Prayon-Blum, Valeria; Kliemann, Andrea	Personalentwicklung		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Schutzkonzept // protection concept
1	0	0	3709	3709	Wittfeld, Meike; Bittner, Martin	Familialität als Risikofaktor für sexuelle Gewalt in pädagogischen Institutionen?		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.4 Stationäre Kinder- und Jugendhilfe; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.5 IRiK	Ethnographie // ethnography; Forschungsergebnisse // research results; Institutionelle Dynamiken // institutional dynamics; Kinder- und Jugendhilfe // child welfare system; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Stationäre Einrichtungen // residential care
0	0	0	3370	3370	Wolff, Mechthild	Sexualisierte Gewalt in stationären Einrichtungen der Kinder- und Jugendhilfe		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.3 Ich bin sicher!	Kinder- und Jugendhilfe // child welfare system; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
1	0	0	4953	4953	Wolff, Mechthild; Oppermann, Carolin; Schröer, Wolfgang; Winter, Veronika	Gefährdungsanalyse in Organisationen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!	Risikofaktoren // risk factors; Schutzkonzept // protection concept
1	0	0	4929	4929	Wolff, Reinhart	Kinder, Kindheit, Kinderschutz	Sozial Extra	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz	Geschichte // history; Kinder // children; Kinderschutz // child protection
1	0	0	4536	4536	Wößmann, Ludger; Lergetporer, Philipp; Grewenig, Elisabeth; Kersten, Sarah; Werner, Katharina	Was denken die Deutschen zu Geschlechterthemen und Gleichstellung in der Bildung?	Ifo-Schnelldienst	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt; 6.3 Diskriminierung	Forschungsergebnisse // research results; Geschlecht // gender; Quantitative Forschung // quantitative research; Survey // survey
1	0	0	4958	4958	Zinsmeister, Julia; Kliemann, Andrea; Bernhard, Katja	Arbeits- und Personalrecht		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Kinderschutz // child protection; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff; Recht // law
0	0	0	4734	4734	Zinsmeister, Julia; Vogel, Anna-Katharina	Mehrdimensionale Diskriminierungen	Vierteljahresschrift für Heilpädagogik und ihre Nachbargebiete	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.5 Behinderungen; 6 Gewalt; 6.3 Diskriminierung	Diskriminierung // discrimination; Diskursanalyse // discourse analysis; Forschungsergebnisse // research results; Geschlecht // gender; Intersektionalität // intersectionality; Menschen mit Behinderungen // people with disabilities
0	0	0	4751	4751	Zoja, Luigi	Männlichkeit und kollektive Gewalt		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt; 6.1 Sexueller Missbrauch	Diskurs // discourse; Männer // men; Sexualisierte Gewalt // sexual violence
0	0	0	4992	4992	Abhalter, Ronja	Zwischen Emanzipation und Prohibition	Betrifft Mädchen	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Medizin // medicine; Prävention // prevention; Risikofaktoren // risk factors; Sexuelle Bildung // sexuality education
0	0	0	4988	4988	Brune, Sarah	Medienkoffer „Geschlechtervielfalt“ Sachsen-Anhalt	Betrifft Mädchen	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 2.2.2 Grundschule; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlechtsidentität // gender Identity; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Schule // school; Sexuelle Bildung // sexuality education; Sexuelle Vielfalt // sexual diversity
0	0	0	4495	4495	Burgsmüller, Claudia; Tilmann, Brigitte	Institutionelles Versagen beim Umgang mit sexueller Gewalt im schulischen Kontext		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Forschungsergebnisse // research results; Gerechtigkeit // justice; Geschichte // history; Institutionelle Dynamiken // institutional dynamics; Langzeitfolgen // long-term effect; Lehrer*innen // Teachers; Pädosexualität // pedosexuality; Sexueller Missbrauch // sexual abuse
1	0	0	4922	4922	Christoffer, Jacqueline; Böttcher, Nastassia-Laila	Sexuelle Revolution im Klassenzimmer	Sozial Extra	1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	68er // 1960s; Geschichte // history; Schule // school; Sexualpädagogik // sex education
