;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;"Schulz, Michael; Löhr, Michael";;989;Schulz.2018;"Medizin // medicine; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention";Schutzkonzepte in der (psychiatrischen) Krankenpflege
FALSCH;FALSCH;FALSCH;Schweinsberg, Jan;;990;Schweinsberg.2018;"Familie // family; Geschwister // siblings; Handlungsempfehlungen // guidelines; Intervention // intervention; Recht // law; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.4 Intervention; 3.5 Praxismaterialien; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt";Deliktarbeit bei inner- und außerfamiliären sexualisierten Übergriffen
FALSCH;FALSCH;FALSCH;"Seewald, Katharina; Rossegger, Astrid; Endrass, Jerome";;991;Seewald.2015;"Pädagogische Einrichtung // educational facilities; Risikofaktoren // risk factors; Täter*in // offender";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch";Risikoeinschätzung bei Sexualsstraftätern im institutionellen Bereich
FALSCH;FALSCH;FALSCH;"Seiffge-Krenke, Inge; Petermann, Franz";;992;SeiffgeKrenke.2015;"Betroffene sexualisierter Gewalt // sexual assault survivors; jugendliche Täter*innen // youth offenders; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt";Kinder und Jugendliche als Täter und Opfer
FALSCH;FALSCH;FALSCH;Siegfried, Detlef;;993;Siegfried.2017;"Pädosexualität // pedosexuality; Sexualität // sexuality";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Grenzen der Freiheit
FALSCH;FALSCH;WAHR;Sielert, Uwe;;994;Sielert.2015b;"Diversität // diversity; Sexualpädagogik // sex education";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexuelle Vielfalt als Thema der Sexualpädagogik
FALSCH;FALSCH;FALSCH;Sielert, Uwe;;995;Sielert.2016;"Geschichte // history; Pädagogik // pedagogy; Sexualpädagogik // sex education";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.4 Junprof Kiel";Didaktik der Sexualpädagogik
FALSCH;FALSCH;FALSCH;Sielert, Uwe;;996;Sielert.2017;"interkulturell // intercultural; Sexualität // sexuality";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexualität und Diversfizierung sexueller Lebenswelten und Identitäten im Migrationskontext
FALSCH;FALSCH;FALSCH;Sielert, Uwe;;997;Sielert.2017c;"Diskurs // discourse; Intimität // intimacy; Kommunikation // communication; Pädagogische Einrichtung // educational facilities; Sexualität // sexuality; Sexualkultur // sexuality culture; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Sprache, intime Kommunikation und Sexualkultur in der Sozialen Arbeit
FALSCH;FALSCH;FALSCH;"Söhner, Felicitas; Fangerau, Heiner";;998;Sohner.2018;"Diskursanalyse // discourse analysis; Geschichte // history; Medizin // medicine; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?";Medizinhistorische Perspektive auf die Wandlung des Verständnisses sexualisierter Gewalt im 20. Jahrhundert
FALSCH;FALSCH;FALSCH;"Söhner, Felicitas; Fangerau, Heiner; Görgen, Arno";;999;Sohner.2017;"Diskursanalyse // discourse analysis; Geschichte // history; Kindeswohl // child welfare";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?";Der medizinische Diskurs um Kindeswohlverletzung und dessen historische Entwicklung
FALSCH;FALSCH;FALSCH;"Stamm, Margrit; Halberkann, Isabelle";;1000;Stamm.2015;"Resilienz // resilience; Trauma // trauma";"3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.6 Resilienz";Resilienz
FALSCH;FALSCH;FALSCH;Stecklina, Gerd;;1001;Stecklina.2017;"Forschungsergebnisse // research results; Jugendliche // youth; Kinder- und Jugendhilfe // child welfare system; Sexualität // sexuality";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen";Sexualität und Jugendhilfe
FALSCH;FALSCH;FALSCH;Steinbach, Beate;;1002;Steinbach.2015;"Ehrenamt // volunteer work; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch";Prävention sexueller Gewalt im Ehrenamtssektor
FALSCH;FALSCH;FALSCH;Steiner, Maria;;1003;Steiner.2018;"Aufarbeitung // rehabilitation; Handlungsempfehlungen // guidelines; Intervention // intervention; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.3 Kinderschutz; 3.4 Intervention; 3.5 Praxismaterialien; 6 Gewalt; 6.1 Sexueller Missbrauch";Wenn nichts mehr ist, wie es mal war
FALSCH;FALSCH;FALSCH;Steinkemper, Klaus;;1004;Steinkemper.2015;"Diversität // diversity; Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.3 Diskriminierung";Anregungen aus der Praxis für die Praxis
FALSCH;FALSCH;FALSCH;Steinkemper, Klaus;;1005;Steinkemper.2015b;"Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Einblicke ins Trainingslager für geschlechtliche Identitäten
FALSCH;FALSCH;FALSCH;"Stier, Bernhard; Weissenrieder, Nikolaus; Winter, Reinhard";;1006;Stier.2018b;"Heteronormativität // heteronormativity; Psychosexuelle Entwicklung // sexuality development; Sexualität // sexuality; Sexualkultur // sexuality culture";"7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.3 Sexuelle Selbstbestimmung";Sexualentwicklung und Sexualität
FALSCH;FALSCH;FALSCH;Stollenwerk, Ulla;;1007;Stollenwerk.2017;"Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence; Verdacht // suspicion";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung";Und jetzt?
FALSCH;FALSCH;FALSCH;"Storck, Christina; Pfeffer, Simone";;1008;Storck.2018;"Evaluation // evaluation; Forschungsergebnisse // research results; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Prävention // prevention; Sexueller Missbrauch // sexual abuse";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 6 Gewalt; 6.1 Sexueller Missbrauch";"Prävention sexuellen Missbrauchs in Kindertageseinrichtungen am Beispiel des Präventionsprojekts ""ReSi - Resilienz und Sicherheit"""
FALSCH;FALSCH;FALSCH;"Storck, Christina; Pfeffer, Simone";;1009;Storck.2018b;"Evaluation // evaluation; Forschungsergebnisse // research results; Kinder // children; Kindertagesstätte // day-care centre; Sexueller Missbrauch // sexual abuse";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.10 ReSi";Primärprävention sexuellen Missbrauchs bei Kindern im Vorschulalter
FALSCH;FALSCH;FALSCH;Struck, Norbert;;1010;Struck.2015;"Geschichte // history; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Kinder- und Jugendhilfe // child welfare system; Politik // politics; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Stationäre Einrichtungen // residential care";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung";Zum Verhältnis
FALSCH;FALSCH;FALSCH;Stumpe, Harald;;1011;Stumpe.2018;"Resilienz // resilience; Sexualisierte Gewalt // sexual violence; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Sexualisierte Gewalt aus salutogenetischer, präventiver und resilienter Perspektive
FALSCH;FALSCH;FALSCH;Sutterlüty, Ferdinand;;1012;Sutterluty.2018;"Diskursanalyse // discourse analysis; Kinderschutz // child protection; Kindeswohl // child welfare; Recht // law";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz";Kindeswohl
FALSCH;FALSCH;FALSCH;Teubert, Anja;;1013;Teubert.2020;"Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Schutzfaktoren // protection factor; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention";Schutz von Kindern und Jugendlichen vor sexualisierter Gewalt in pädagogischen Kontexten
FALSCH;FALSCH;FALSCH;"Teubert, Anja; Sauer, Karin Elinor";;1014;Teubert.2018b;"Geflüchtete // refugees; Institutionelle Dynamiken // institutional dynamics; Prävention // prevention; Praxis // practice; Queer Theorie // Queer Theory; Selbstbestimmung // agency; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.2 Gewaltprävention";Prävention sexualisierter Gewalt im Kontext Flucht
FALSCH;FALSCH;FALSCH;Thon, Christine;;1015;Thon.2018;"Eltern // parents; Geschlecht // gender; interkulturell // intercultural; Kinder // children; Pädagogische Fachkräfte // pedagogial staff";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Reflektieren über Differenzen?
FALSCH;FALSCH;FALSCH;Timmermanns, Stefan;;1016;Timmermanns.2017;"Geschlecht // gender; Sexualpädagogik // sex education";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Weniger Drama bitte!
FALSCH;FALSCH;FALSCH;Tomse, Miriam;;1017;Tomse.2019;"Digitale Medien // digital media; Fachberatungsstelle // specialist counselling; Jugendliche // youth; Medien // media; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality";"1 Soziale Rahmung; 3 Thematischer Fokus; 3.5 Praxismaterialien";Loveline – das Jugendportal der BZgAim Kontext sich verändernder Mediennutzung
FALSCH;FALSCH;FALSCH;Treibel, Angelika;;1018;Treibel.2018;"Forschungsmethoden // research methods; Sexualisierte Gewalt // sexual violence; Survey // survey";"3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.1.2 DASsS";Die Online-Befragung als Instrument zur Erforschung sexueller Gewalt
FALSCH;FALSCH;FALSCH;"Treibel, Angelika; Dölling, Dieter; Hermann, Dieter";;1019;Treibel.2018b;"Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Quantitative Forschung // quantitative research; Recht // law; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 1.2 Leitlinien; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.2 DASsS";Das Anzeigeverhalten Betroffener sexueller Übergriffe
FALSCH;FALSCH;FALSCH;Tschan, Werner;;1020;Tschan.2015;"Forschungsstand // state of research; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch";Übergriffe in Institutionen in der Schweiz
FALSCH;FALSCH;FALSCH;Tschan, Werner;;1021;Tschan.2018;"Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept";"1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz";Implementierung von Schutzkonzepten
FALSCH;FALSCH;FALSCH;Tuider, Elisabeth;;1022;Tuider.2016;"Diskurs // discourse; Kinder // children; kindliche Sexualität // childhood sexuality";"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder";Diskursive Gemengelagen
FALSCH;FALSCH;FALSCH;Tuider, Elisabeth;;1023;Tuider.2017;"Intersektionalität // intersectionality; Sexualität // sexuality";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Intersektionale Perspektiven auf Sexualität und Gender im Kontext von Migrationsgesellschaft
FALSCH;FALSCH;FALSCH;Tuider, Elisabeth;;1024;Tuider.2017b;"Diskursanalyse // discourse analysis; Grenzen // boundaries; Jugendliche // youth; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.12 Safer Places";Sichtweisen auf sexualisierte Gewalt und sexualisierte Grenzüberschreitungen unter Jugendlichen
FALSCH;FALSCH;FALSCH;Tuider, Elisabeth;;1025;Tuider.2018;"Sexualisierte Gewalt // sexual violence; Sozialwissenschaften // social sciences; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.12 Safer Places";Sexualisierte Gewalt in poststrukturalistischer Theorieperspektive
FALSCH;FALSCH;FALSCH;Vobbe, Frederic;;1026;Vobbe.2019;"Aufarbeitung // rehabilitation; Bedarfe // needs; Betroffene sexualisierter Gewalt // sexual assault survivors; Bewältigung // coping; Digitale Medien // digital media; Disclosure // disclosure; Fachberatungsstelle // specialist counselling; Forschungsergebnisse // research results; Forschungspraxis // research practice; Haltung // attitude; Handlungsempfehlungen // guidelines; Hochschule, Universität // college, university; jugendliche Täter*innen // youth offenders; Medien // media; Sexualisierte Gewalt // sexual violence; Täter*in // offender";"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 6.4 Disclosure, Aufarbeitung; 8 Forschung; 9 Förderlinie; 9.2.4 HUman";Das Forschungsprojekt »Human«
FALSCH;FALSCH;FALSCH;Vogelsang, Verena;;1027;Vogelsang.2019;"Digitale Medien // digital media; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Medien // media; Selbstbestimmung // agency; sexting // sexting; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Sexueller Übergriff // sexual assault";"1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 8 Forschung";Mobile Medien: Selfies, Sexting, Selbstdarstellung
FALSCH;FALSCH;FALSCH;Voß, Heinz-Jürgen;;1028;Vo.2015;Sexuelle Vielfalt // sexual diversity;"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Queer
FALSCH;FALSCH;FALSCH;Voß, Heinz-Jürgen;;1029;Vo.2016;"Diversität // diversity; Homosexualität // homosexuality; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg";Diversity Kompetenz
FALSCH;FALSCH;FALSCH;"Voß, Heinz-Jürgen; Krolzik-Matthei, Katja";;1030;Vo.2018b;"Forschungsergebnisse // research results; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9.3.1 Forschungsprof Merseburg";Sexualisierte Gewalt
FALSCH;FALSCH;FALSCH;Wanke, Peter;;1031;Wanke.2018;"Geschwister // siblings; jugendliche Täter*innen // youth offenders; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt";Limes
FALSCH;FALSCH;FALSCH;"Watzlawik, Meike; Wenner, Friederike";;1032;Watzlawik.2016;Sexuelle Vielfalt // sexual diversity;"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Schwul, lesbisch, bi, hetero oder nichts von alledem?
FALSCH;FALSCH;FALSCH;"Wazlawik, Martin; Briken, Peer; Christmann, Bernd; Dekker, Arne";;1033;Wazlawik.2018;"Forschungsethik // research ethics; Sexualisierte Gewalt // sexual violence";"3 Thematischer Fokus; 3.2 Gewaltprävention; 8 Forschung; 9 Förderlinie; 9.3.2 Junprof Hamburg; 9.3.5 Junprof Münster";Forschungsethik im Kontext der Erforschung sexualisierter Gewalt
FALSCH;FALSCH;FALSCH;"Wazlawik, Martin; Christmann, Bernd; Rothlaender, Josephine; Pöter, Jan";;1034;Wazlawik.2018b;"Handlungsempfehlungen // guidelines; Kooperation // cooperation; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.2.2 BerGe";Kooperation im Umgang mit sexualisierter Gewalt
FALSCH;FALSCH;FALSCH;"Wazlawik, Martin; Christmann, Bernd; Dekker, Arne";;1035;Wazlawik.2018c;"Forschungsergebnisse // research results; Forschungsstand // state of research; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.3.5 Junprof Münster";Präventionsansätze, ihre Grenzen und Potenziale
FALSCH;FALSCH;FALSCH;"Wazlawik, Martin; Kopp, Katharina";;1036;Wazlawik.2018b;"Kinderschutz // child protection; Soziale Arbeit // Social Work; Weiterbildung // further education";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.5 Junprof Münster";Neue Kollegin, neuer Kollege
